no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,room_type_reserved,total_nights,total_people,price_per_person,is_family,stay_duration_flag,lead_time_category_8-30j,lead_time_category_31-90j,lead_time_category_91-180j,lead_time_category_181j+,meal_plan_selected
2,0,0,3,0,99,2018,3,24,0,0,0,85.5,0,0,0,0,0,1,1,1,3,2,42.75,0,0,0,0,1,0,0
2,0,1,1,0,125,2018,12,26,0,0,0,79.2,1,0,0,0,0,1,0,1,2,2,39.6,0,0,0,0,1,0,0
2,0,2,3,0,1,2018,1,8,0,0,0,59.75,0,0,0,0,0,1,1,4,5,2,29.875,0,0,0,0,0,0,1
2,0,0,4,0,37,2018,12,27,0,0,0,108.8,1,0,0,0,0,1,1,1,4,2,54.4,0,0,0,1,0,0,1
2,0,0,2,0,4,2018,9,27,0,0,0,188.0,0,0,0,0,1,0,1,1,2,2,94.0,0,0,0,0,0,0,1
2,0,2,1,0,31,2017,10,4,0,0,0,94.5,1,0,0,0,0,1,1,1,3,2,47.25,0,0,0,1,0,0,1
2,0,1,3,0,26,2018,9,19,0,0,0,169.0,1,0,0,0,0,1,1,4,4,2,84.5,0,0,1,0,0,0,1
2,0,2,1,0,145,2018,1,3,0,0,0,65.0,0,0,0,0,1,0,1,1,3,2,32.5,0,0,0,0,1,0,1
2,2,1,0,0,5,2018,12,4,0,0,0,156.6,0,0,0,0,0,1,1,6,1,4,39.15,1,0,0,0,0,0,1
2,0,1,0,0,0,2018,3,20,0,0,0,139.0,0,0,1,0,0,0,1,1,1,2,69.5,0,0,0,0,0,0,1
3,0,2,1,0,195,2018,8,7,0,0,0,146.7,2,0,0,0,0,1,0,4,3,3,48.9,0,0,0,0,0,1,1
3,0,0,1,0,68,2018,4,21,0,0,0,137.7,1,0,0,0,0,1,0,4,1,3,45.9,0,0,0,1,0,0,1
1,0,0,4,0,193,2018,10,19,0,0,0,72.76,1,0,0,0,1,0,1,1,4,1,72.76,0,0,0,0,0,1,1
2,0,0,2,0,22,2018,5,20,0,0,0,140.0,0,0,0,0,1,0,1,1,2,2,70.0,0,0,1,0,0,0,1
2,0,0,1,0,9,2017,11,7,0,0,0,76.0,1,0,0,0,0,1,1,1,1,2,38.0,0,0,1,0,0,0,0
2,0,0,3,0,85,2017,9,30,0,0,0,125.0,0,0,0,0,1,0,1,1,3,2,62.5,0,0,0,1,0,0,1
1,2,1,0,0,36,2018,7,25,0,0,0,161.1,2,0,0,0,0,1,1,1,1,3,53.7,1,0,0,1,0,0,1
2,1,1,3,0,179,2018,7,25,0,0,0,85.6,1,0,0,0,1,0,1,1,4,3,28.53333333333333,1,0,0,0,1,0,1
2,0,1,1,0,12,2018,10,3,0,0,0,135.0,0,0,0,0,0,1,0,1,2,2,67.5,0,0,1,0,0,0,0
2,0,0,2,0,17,2018,12,16,0,0,0,88.0,0,0,0,0,0,1,1,1,2,2,44.0,0,0,1,0,0,0,0
1,0,0,1,1,0,2018,3,2,1,0,1,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
2,1,0,1,0,100,2018,6,28,0,0,0,130.5,2,0,0,0,0,1,0,1,1,3,43.5,1,0,0,0,1,0,1
2,0,0,4,0,30,2018,5,11,0,0,0,149.4,0,0,0,0,0,1,0,4,4,2,74.7,0,0,1,0,0,0,1
1,0,1,0,0,20,2018,9,19,0,0,0,119.0,0,0,0,1,0,0,1,1,1,1,119.0,0,0,1,0,0,0,1
1,0,0,1,0,7,2018,12,13,1,0,1,88.0,0,0,0,1,0,0,1,1,1,1,88.0,0,0,0,0,0,0,1
2,0,2,1,0,72,2018,4,3,0,0,0,87.3,2,0,0,0,0,1,1,1,3,2,43.65,0,0,0,1,0,0,1
2,0,0,3,0,8,2017,10,21,0,0,0,85.0,0,0,0,0,1,0,1,1,3,2,42.5,0,0,1,0,0,0,1
2,0,0,2,0,205,2018,7,21,0,0,0,86.63,0,0,0,0,0,1,0,2,2,2,43.315,0,0,0,0,0,1,1
3,0,2,1,0,122,2018,3,27,0,0,0,128.0,2,0,0,0,1,0,1,1,3,3,42.66666666666666,0,0,0,0,1,0,1
2,0,2,1,0,11,2018,11,19,0,0,0,107.67,2,0,0,0,0,1,1,1,3,2,53.835,0,0,1,0,0,0,1
2,0,0,4,0,29,2017,10,13,0,0,0,98.98,2,0,0,0,0,1,1,1,4,2,49.49,0,0,1,0,0,0,1
2,0,2,2,0,20,2018,11,13,0,0,0,90.65,1,0,0,0,0,1,1,1,4,2,45.325,0,0,1,0,0,0,1
2,0,2,3,0,219,2018,12,22,0,0,0,106.25,1,0,0,0,0,1,1,1,5,2,53.125,0,0,0,0,0,1,1
2,0,0,1,0,100,2017,10,16,0,0,0,108.0,0,0,0,0,0,1,0,1,1,2,54.0,0,0,0,0,1,0,1
2,1,2,1,0,126,2018,8,6,0,0,0,93.17,0,0,0,0,0,1,0,1,3,3,31.05666666666667,1,0,0,0,1,0,0
2,0,2,3,0,223,2018,9,30,0,0,0,73.96,0,0,0,0,0,1,0,1,5,2,36.98,0,0,0,0,0,1,0
2,0,0,1,0,4,2018,2,20,0,0,0,93.0,0,0,0,0,0,1,1,1,1,2,46.5,0,0,0,0,0,0,1
2,0,0,1,0,9,2018,1,19,0,0,0,80.3,1,0,0,0,0,1,1,1,1,2,40.15,0,0,1,0,0,0,1
2,0,2,1,0,74,2018,6,26,0,0,0,91.5,1,0,0,0,0,1,1,1,3,2,45.75,0,0,0,1,0,0,0
1,0,1,0,0,32,2018,10,10,0,0,0,95.0,0,0,0,1,0,0,1,1,1,1,95.0,0,0,0,1,0,0,1
2,0,0,1,0,49,2018,5,21,0,0,0,126.9,0,0,0,0,0,1,0,1,1,2,63.45,0,0,0,1,0,0,1
2,0,1,0,0,4,2018,7,11,0,0,0,151.0,2,0,0,0,0,1,1,1,1,2,75.5,0,0,0,0,0,0,1
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,1,0,0,1
1,0,1,1,0,247,2018,6,6,0,0,0,90.0,0,0,0,0,1,0,1,1,2,1,90.0,0,0,0,0,0,1,1
1,0,0,2,0,32,2017,11,20,0,0,0,97.2727575083911,0,0,0,0,0,1,1,1,2,1,97.2727575083911,0,0,0,1,0,0,1
2,0,0,3,0,84,2018,9,27,0,0,0,149.4,3,0,0,0,0,1,1,4,3,2,74.7,0,0,0,1,0,0,1
2,0,0,2,0,54,2018,3,4,0,0,0,80.3,0,0,0,0,0,1,1,1,2,2,40.15,0,0,0,1,0,0,1
2,0,1,2,0,108,2017,8,24,0,0,0,76.5,1,0,0,0,0,1,1,1,3,2,38.25,0,0,0,0,1,0,1
1,0,0,1,0,5,2018,8,2,0,0,0,65.0,1,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
2,0,1,5,0,349,2018,10,4,0,0,0,90.0,0,0,0,0,0,1,0,1,6,2,45.0,0,0,0,0,0,1,1
3,0,0,3,0,88,2018,12,28,0,0,0,125.66,3,0,0,0,0,1,1,4,3,3,41.88666666666666,0,0,0,1,0,0,1
2,0,1,1,0,88,2017,10,5,0,0,0,112.2,0,0,0,0,1,0,1,1,2,2,56.1,0,0,0,1,0,0,1
2,1,2,3,0,68,2018,2,13,0,0,0,58.0,1,0,0,0,1,0,1,1,5,3,19.33333333333333,1,0,0,1,0,0,1
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,0,0,0,0,1,0,1,2,1,115.0,0,0,0,0,1,0,1
3,0,2,3,1,48,2018,8,18,0,0,0,177.3,2,0,0,0,0,1,1,4,5,3,59.1,0,0,0,1,0,0,1
2,0,0,3,0,24,2018,12,8,0,0,0,86.93,0,0,0,0,0,1,1,1,3,2,43.465,0,0,1,0,0,0,1
2,0,2,3,0,164,2018,8,19,0,0,0,133.45,0,0,0,0,0,1,0,1,5,2,66.725,0,0,0,0,1,0,1
3,0,1,3,0,244,2018,12,29,0,0,0,176.04,1,0,0,0,1,0,1,1,4,3,58.68,0,0,0,0,0,1,1
2,2,1,0,0,10,2017,8,23,0,0,0,153.0,0,0,0,0,0,1,1,6,1,4,38.25,1,0,1,0,0,0,1
2,0,2,2,0,52,2018,3,13,0,0,0,51.0,0,0,0,0,0,1,1,1,4,2,25.5,0,0,0,1,0,0,0
2,1,2,1,0,23,2018,6,18,0,0,0,149.0,0,0,0,0,0,1,0,1,3,3,49.66666666666666,1,0,1,0,0,0,1
1,0,0,1,0,40,2018,2,16,0,0,0,72.9,0,0,0,0,0,1,0,1,1,1,72.9,0,0,0,1,0,0,1
2,0,1,0,0,141,2017,9,20,0,0,0,90.0,0,0,0,0,1,0,1,1,1,2,45.0,0,0,0,0,1,0,1
2,0,1,1,0,26,2018,10,15,0,0,0,159.0,2,0,0,0,0,1,1,4,2,2,79.5,0,0,1,0,0,0,1
2,0,1,3,0,59,2018,4,4,0,0,0,80.75,0,0,0,0,1,0,1,1,4,2,40.375,0,0,0,1,0,0,1
1,0,2,0,0,1,2018,6,19,0,0,0,135.0,0,0,0,0,0,1,1,1,2,1,135.0,0,0,0,0,0,0,1
1,0,1,1,0,247,2018,6,6,0,0,0,90.0,0,0,0,0,1,0,1,1,2,1,90.0,0,0,0,0,0,1,1
1,0,1,3,0,118,2018,6,6,0,0,0,110.0,0,0,0,0,1,0,1,1,4,1,110.0,0,0,0,0,1,0,1
1,0,0,3,0,196,2018,7,20,0,0,0,85.5,0,0,0,0,0,1,0,1,3,1,85.5,0,0,0,0,0,1,1
1,0,2,1,0,0,2018,4,9,0,0,0,104.0,0,0,0,1,0,0,1,1,3,1,104.0,0,0,0,0,0,0,1
2,0,2,1,0,48,2018,5,22,0,0,0,92.83,2,0,0,0,0,1,1,1,3,2,46.415,0,0,0,1,0,0,1
2,0,1,3,0,5,2018,8,29,0,0,0,139.0,1,0,0,0,0,1,1,1,4,2,69.5,0,0,0,0,0,0,1
3,0,1,3,0,32,2018,10,6,0,0,0,176.4,0,0,0,0,0,1,0,4,4,3,58.8,0,0,0,1,0,0,1
2,0,1,2,0,59,2018,10,31,0,0,0,60.35,1,0,0,0,0,1,1,1,3,2,30.175,0,0,0,1,0,0,0
2,0,0,3,0,157,2018,12,8,0,0,0,68.0,0,0,0,0,1,0,1,1,3,2,34.0,0,0,0,0,1,0,1
2,0,0,5,0,4,2018,9,6,0,0,0,149.0,1,0,0,0,0,1,1,1,5,2,74.5,0,0,0,0,0,0,0
2,0,2,2,0,62,2018,6,19,0,0,0,106.65,0,0,0,0,0,1,0,1,4,2,53.325,0,0,0,1,0,0,1
2,1,2,2,0,94,2018,4,8,0,0,0,96.13,1,0,0,0,0,1,1,1,4,3,32.04333333333333,1,0,0,0,1,0,0
2,0,1,3,0,78,2018,3,7,0,0,0,45.5,0,0,0,0,1,0,1,1,4,2,22.75,0,0,0,1,0,0,1
2,0,2,2,0,5,2018,10,1,0,0,0,221.38,2,0,0,0,0,1,1,7,4,2,110.69,0,0,0,0,0,0,1
2,0,0,4,0,323,2018,5,17,0,0,0,112.0,1,0,0,0,0,1,0,1,4,2,56.0,0,0,0,0,0,1,1
2,0,2,2,0,99,2018,4,17,0,0,0,93.08,0,0,0,0,0,1,0,4,4,2,46.54,0,0,0,0,1,0,1
3,0,2,1,0,101,2018,7,31,0,0,0,140.7,0,0,0,0,0,1,1,4,3,3,46.9,0,0,0,0,1,0,1
2,0,0,1,0,70,2018,7,7,0,0,0,107.1,0,0,0,0,0,1,0,1,1,2,53.55,0,0,0,1,0,0,0
3,0,0,4,0,38,2018,4,27,0,0,0,148.95,2,0,0,0,0,1,1,4,4,3,49.65,0,0,0,1,0,0,1
2,0,2,2,0,54,2018,10,16,0,0,0,72.0,0,0,0,0,0,1,0,1,4,2,36.0,0,0,0,1,0,0,1
2,0,0,1,0,443,2018,4,29,0,0,0,65.0,0,0,0,0,0,1,0,1,1,2,32.5,0,0,0,0,0,1,1
1,0,0,2,0,88,2018,10,7,0,0,0,71.0,0,0,0,1,0,0,1,1,2,1,71.0,0,0,0,1,0,0,1
1,0,0,2,0,4,2018,1,12,1,1,0,66.0,0,0,0,1,0,0,1,1,2,1,66.0,0,0,0,0,0,0,1
2,0,0,1,0,4,2018,8,24,0,0,0,119.0,1,0,0,0,0,1,1,1,1,2,59.5,0,0,0,0,0,0,0
2,0,2,2,0,226,2018,10,29,0,0,0,70.0,1,0,0,0,1,0,1,1,4,2,35.0,0,0,0,0,0,1,1
2,0,1,2,0,69,2018,6,17,0,0,0,126.9,0,0,0,0,0,1,1,1,3,2,63.45,0,0,0,1,0,0,1
2,0,0,2,1,4,2018,8,23,0,0,0,157.0,1,0,0,0,0,1,1,1,2,2,78.5,0,0,0,0,0,0,1
4,0,0,3,0,109,2018,12,8,0,0,0,182.18,1,0,0,0,0,1,1,7,3,4,45.545,0,0,0,0,1,0,1
2,0,0,3,0,92,2018,10,6,0,0,0,108.0,2,0,0,0,0,1,0,1,3,2,54.0,0,0,0,0,1,0,0
2,0,0,2,0,1,2018,3,1,1,0,1,126.433105401578,1,0,1,0,0,0,1,4,2,2,63.216552700789,0,0,0,0,0,0,1
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,0,0,0,0,1,0,1,2,2,50.0,0,0,0,0,0,1,1
2,0,0,2,0,112,2018,6,2,0,0,0,100.0,0,0,0,0,1,0,1,1,2,2,50.0,0,0,0,0,1,0,1
2,1,2,3,0,208,2018,4,23,0,0,0,90.0,1,0,0,0,1,0,1,4,5,3,30.0,1,0,0,0,0,1,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,0,0,0,0,1,0,1,3,2,44.5,0,0,0,0,0,1,1
2,0,0,1,0,1,2018,1,5,0,0,0,77.0,0,0,0,1,0,0,1,1,1,2,38.5,0,0,0,0,0,0,1
1,0,1,0,0,11,2018,6,13,0,0,0,83.0,0,0,0,0,0,1,1,1,1,1,83.0,0,0,1,0,0,0,0
3,0,1,3,0,70,2018,7,14,0,0,0,165.63,2,0,0,0,0,1,1,7,4,3,55.21,0,0,0,1,0,0,1
2,0,2,1,0,100,2018,3,26,0,0,0,90.3,1,0,0,0,0,1,1,1,3,2,45.15,0,0,0,0,1,0,1
2,0,1,2,0,94,2018,4,8,0,0,0,96.3,0,0,0,0,0,1,0,1,3,2,48.15,0,0,0,0,1,0,1
1,0,0,2,0,47,2017,8,18,0,0,0,100.0,1,0,0,0,1,0,1,1,2,1,100.0,0,0,0,1,0,0,1
1,0,0,1,0,2,2018,9,15,0,0,0,163.0,0,0,0,0,0,1,1,1,1,1,163.0,0,0,0,0,0,0,1
2,0,0,2,0,322,2018,12,9,0,0,0,52.0,0,0,0,0,1,0,1,1,2,2,26.0,0,0,0,0,0,1,1
2,0,0,3,0,22,2017,11,19,0,0,0,95.0,1,0,0,0,0,1,1,1,3,2,47.5,0,0,1,0,0,0,1
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
1,0,0,1,0,10,2018,9,30,0,0,0,195.0,2,0,0,0,0,1,1,4,1,1,195.0,0,0,1,0,0,0,1
2,0,0,3,0,50,2018,1,14,0,0,0,52.0,1,0,0,0,1,0,1,1,3,2,26.0,0,0,0,1,0,0,1
2,0,0,4,0,92,2018,11,1,0,0,0,103.5,1,0,0,0,0,1,1,4,4,2,51.75,0,0,0,0,1,0,1
2,0,1,4,0,196,2018,8,3,0,0,0,80.75,1,0,0,0,0,1,1,1,5,2,40.375,0,0,0,0,0,1,0
2,2,0,3,0,43,2018,1,14,0,0,0,86.75,0,0,0,0,0,1,0,2,3,4,21.6875,1,0,0,1,0,0,1
2,0,1,2,0,75,2018,7,1,0,0,0,131.4,0,0,0,0,0,1,0,4,3,2,65.7,0,0,0,1,0,0,1
1,0,1,0,0,13,2018,3,20,0,0,0,75.0,0,0,0,0,1,0,1,1,1,1,75.0,0,0,1,0,0,0,1
3,0,1,4,0,66,2018,7,27,0,0,0,141.3,0,0,0,0,0,1,1,4,5,3,47.1,0,0,0,1,0,0,1
2,0,2,3,0,46,2018,11,18,0,0,0,68.07,5,0,0,0,0,1,1,1,5,2,34.035,0,0,0,1,0,0,1
2,0,0,2,0,63,2017,9,4,0,0,0,116.0,0,0,0,0,1,0,1,1,2,2,58.0,0,0,0,1,0,0,1
2,0,0,2,0,1,2017,9,9,0,0,0,115.0,1,0,0,0,0,1,1,1,2,2,57.5,0,0,0,0,0,0,0
2,0,0,1,0,10,2018,9,3,0,0,0,129.0,0,0,0,0,0,1,0,1,1,2,64.5,0,0,1,0,0,0,0
1,0,0,2,0,59,2017,10,29,0,0,0,75.0,0,0,0,0,1,0,1,1,2,1,75.0,0,0,0,1,0,0,1
2,0,1,2,0,34,2017,10,12,0,0,0,103.5,1,0,0,0,0,1,1,1,3,2,51.75,0,0,0,1,0,0,1
2,0,0,1,1,14,2018,11,25,0,0,0,76.0,0,0,0,1,0,0,1,1,1,2,38.0,0,0,1,0,0,0,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,0,0,0,0,1,0,1,3,2,65.0,0,0,0,0,1,0,1
2,0,0,4,0,47,2017,10,13,0,0,0,94.5,1,0,0,0,0,1,1,1,4,2,47.25,0,0,0,1,0,0,1
2,0,0,3,0,222,2018,9,14,0,0,0,116.1,0,0,0,0,0,1,0,2,3,2,58.05,0,0,0,0,0,1,1
2,0,2,6,0,142,2018,8,3,0,0,0,104.76,0,0,0,0,0,1,0,1,8,2,52.38,0,1,0,0,1,0,1
2,0,2,3,0,6,2018,8,26,0,0,0,101.73,1,0,0,0,0,1,1,4,5,2,50.865,0,0,0,0,0,0,1
3,0,1,1,0,47,2018,7,2,0,0,0,150.3,1,0,0,0,0,1,0,4,2,3,50.1,0,0,0,1,0,0,1
2,0,2,1,0,118,2018,4,16,0,0,0,95.7,0,0,0,0,0,1,0,4,3,2,47.85,0,0,0,0,1,0,1
2,0,0,2,0,263,2018,10,21,0,0,0,110.0,0,0,0,0,0,1,0,1,2,2,55.0,0,0,0,0,0,1,1
3,0,1,2,0,54,2018,6,17,0,0,0,159.3,2,0,0,0,0,1,1,4,3,3,53.1,0,0,0,1,0,0,1
2,0,0,3,0,271,2018,9,21,0,0,0,101.33,1,0,0,0,0,1,0,1,3,2,50.665,0,0,0,0,0,1,1
3,0,0,4,0,259,2018,12,7,0,0,0,104.55,1,0,0,0,0,1,1,4,4,3,34.85,0,0,0,0,0,1,1
3,0,0,1,0,59,2018,4,21,0,0,0,137.7,2,0,0,0,0,1,1,4,1,3,45.9,0,0,0,1,0,0,1
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,0,0,0,0,1,0,1,2,1,100.0,0,0,0,0,1,0,1
2,0,1,3,0,4,2017,8,17,0,0,0,122.0,3,0,0,0,0,1,1,1,4,2,61.0,0,0,0,0,0,0,1
2,0,0,2,0,317,2018,9,15,0,0,0,120.0,0,0,0,0,0,1,0,1,2,2,60.0,0,0,0,0,0,1,1
2,0,0,3,0,143,2018,8,25,0,0,0,100.0,0,0,0,0,1,0,1,1,3,2,50.0,0,0,0,0,1,0,1
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,0,0,0,0,1,0,1,2,2,37.5,0,0,0,0,0,1,1
2,0,0,1,0,3,2018,9,2,0,0,0,86.35,0,0,0,0,0,1,1,1,1,2,43.175,0,0,0,0,0,0,0
2,0,1,3,0,68,2018,9,8,0,0,0,149.4,1,0,0,0,0,1,1,4,4,2,74.7,0,0,0,1,0,0,1
2,0,2,1,0,194,2018,10,29,0,0,0,96.3,2,0,0,0,0,1,0,1,3,2,48.15,0,0,0,0,0,1,1
3,0,1,5,0,7,2018,6,28,0,0,0,182.0,0,0,0,0,0,1,1,4,6,3,60.66666666666666,0,0,0,0,0,0,1
1,0,0,2,0,9,2018,4,27,0,0,0,95.0,0,0,0,1,0,0,1,1,2,1,95.0,0,0,1,0,0,0,1
1,0,0,3,0,29,2018,4,14,0,0,0,83.57,1,0,0,0,0,1,1,1,3,1,83.57,0,0,1,0,0,0,1
2,2,0,1,0,0,2017,8,21,0,0,0,174.0,1,0,0,0,0,1,1,6,1,4,43.5,1,0,0,0,0,0,1
2,0,0,1,0,30,2018,9,7,0,0,0,109.0,3,0,0,0,0,1,1,1,1,2,54.5,0,0,1,0,0,0,1
1,0,2,2,0,99,2018,7,9,0,0,0,112.05,0,0,0,0,0,1,0,1,4,1,112.05,0,0,0,0,1,0,1
1,0,0,3,0,19,2017,10,6,1,1,0,80.0,0,0,0,0,1,0,1,1,3,1,80.0,0,0,1,0,0,0,1
1,0,0,1,0,4,2018,12,16,0,0,0,70.0,0,0,0,0,1,0,1,1,1,1,70.0,0,0,0,0,0,0,1
3,0,2,1,0,70,2018,4,9,0,0,0,137.7,2,0,0,0,0,1,1,4,3,3,45.9,0,0,0,1,0,0,1
2,0,0,1,0,72,2018,7,6,0,0,0,107.1,0,0,0,0,0,1,0,1,1,2,53.55,0,0,0,1,0,0,0
1,0,1,1,0,7,2018,7,11,1,1,16,67.0,1,0,0,1,0,0,1,1,2,1,67.0,0,0,0,0,0,0,1
2,0,1,0,0,5,2018,8,21,0,0,0,167.0,0,0,0,0,0,1,0,1,1,2,83.5,0,0,0,0,0,0,1
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
2,0,1,0,0,22,2018,11,27,0,0,0,104.0,1,0,0,0,0,1,1,1,1,2,52.0,0,0,1,0,0,0,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,0,0,0,1,0,1,1,2,1,95.0,0,0,0,0,0,1,1
2,0,0,3,0,271,2018,9,21,0,0,0,101.33,1,0,0,0,0,1,0,1,3,2,50.665,0,0,0,0,0,1,1
2,0,2,0,0,95,2018,11,20,0,0,0,84.6,2,0,0,0,0,1,0,1,2,2,42.3,0,0,0,0,1,0,1
1,0,1,2,0,154,2018,7,1,0,0,0,75.0,0,0,0,0,0,1,0,1,3,1,75.0,0,0,0,0,1,0,1
1,0,0,3,0,276,2018,9,22,0,0,0,95.67,0,0,0,0,1,0,1,1,3,1,95.67,0,0,0,0,0,1,1
2,0,1,1,0,301,2018,7,30,0,0,0,115.0,1,0,0,0,0,1,0,1,2,2,57.5,0,0,0,0,0,1,1
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,0,0,0,1,0,1,1,2,2,42.5,0,0,0,0,1,0,1
2,0,0,3,0,103,2018,5,4,0,0,0,80.0,0,0,0,0,1,0,1,1,3,2,40.0,0,0,0,0,1,0,1
2,0,1,2,0,185,2018,12,16,0,0,0,103.5,0,0,0,0,0,1,1,4,3,2,51.75,0,0,0,0,0,1,1
2,0,1,2,0,185,2018,12,16,0,0,0,79.2,0,0,0,0,0,1,0,1,3,2,39.6,0,0,0,0,0,1,0
2,0,2,2,0,209,2017,9,6,0,0,0,89.2,0,0,0,0,0,1,0,1,4,2,44.6,0,0,0,0,0,1,1
3,0,0,1,0,45,2018,12,30,0,0,0,167.4,0,0,0,0,0,1,0,4,1,3,55.8,0,0,0,1,0,0,1
2,0,0,1,0,54,2018,6,3,0,0,0,140.4,0,0,0,0,0,1,1,4,1,2,70.2,0,0,0,1,0,0,1
2,0,0,3,0,34,2017,9,23,0,0,0,224.67,0,0,0,0,0,1,0,1,3,2,112.335,0,0,0,1,0,0,1
2,0,0,3,0,103,2018,5,4,0,0,0,80.0,0,0,0,0,1,0,1,1,3,2,40.0,0,0,0,0,1,0,1
2,0,1,3,0,98,2018,7,11,0,0,0,141.75,0,0,0,0,0,1,1,1,4,2,70.875,0,0,0,0,1,0,1
2,0,0,2,0,152,2018,8,10,0,0,0,114.3,1,0,0,0,0,1,0,1,2,2,57.15,0,0,0,0,1,0,1
2,0,2,5,0,227,2018,8,29,0,0,0,80.75,0,0,0,0,1,0,1,1,7,2,40.375,0,0,0,0,0,1,1
2,1,2,2,0,60,2017,10,16,0,0,0,84.58,1,0,0,0,1,0,1,1,4,3,28.19333333333333,1,0,0,1,0,0,1
1,0,1,3,0,29,2018,12,19,0,0,0,88.4,0,0,0,0,0,1,1,1,4,1,88.4,0,0,1,0,0,0,1
1,0,2,2,0,49,2018,4,10,0,0,0,112.2,0,0,0,0,0,1,0,4,4,1,112.2,0,0,0,1,0,0,1
2,1,0,2,0,2,2018,3,23,0,0,0,117.65,1,0,0,0,0,1,1,1,2,3,39.21666666666667,1,0,0,0,0,0,1
2,0,2,4,0,185,2018,8,28,0,0,0,61.0,0,0,0,0,0,1,0,1,6,2,30.5,0,0,0,0,0,1,0
2,0,0,1,0,27,2018,6,9,0,0,0,120.0,0,0,0,0,1,0,1,1,1,2,60.0,0,0,1,0,0,0,1
2,0,0,3,0,183,2018,8,9,0,0,0,112.0,1,0,0,0,0,1,0,1,3,2,56.0,0,0,0,0,0,1,1
2,0,2,2,0,61,2018,9,3,0,0,0,106.25,1,0,0,0,1,0,1,1,4,2,53.125,0,0,0,1,0,0,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,0,0,0,0,1,0,1,6,1,110.0,0,0,0,0,0,1,1
1,0,0,1,0,2,2018,8,2,0,0,0,102.7,0,0,0,0,0,1,1,1,1,1,102.7,0,0,0,0,0,0,1
1,0,0,1,0,6,2018,6,8,1,1,6,65.0,1,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
3,0,0,2,0,199,2018,11,16,0,0,0,140.0,0,0,0,0,0,1,0,4,2,3,46.66666666666666,0,0,0,0,0,1,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,0,0,0,1,0,1,1,1,2,52.0,0,0,0,1,0,0,1
0,2,0,3,0,0,2018,10,27,0,0,0,18.6,2,0,0,0,0,1,1,6,3,2,9.3,1,0,0,0,0,0,1
3,0,3,6,0,50,2018,8,22,0,0,0,159.6,0,0,0,0,0,1,0,4,9,3,53.2,0,1,0,1,0,0,1
2,1,1,2,0,9,2018,4,22,0,0,0,149.0,0,0,0,0,0,1,0,1,3,3,49.66666666666666,1,0,1,0,0,0,1
2,0,2,5,0,133,2018,7,16,0,0,0,114.63,1,0,0,0,0,1,1,4,7,2,57.315,0,0,0,0,1,0,1
1,0,0,2,0,151,2018,1,19,0,0,0,71.0,0,0,0,0,1,0,1,1,2,1,71.0,0,0,0,0,1,0,1
2,1,1,2,0,68,2018,5,13,0,0,0,140.4,0,0,0,0,0,1,0,4,3,3,46.8,1,0,0,1,0,0,1
2,0,2,3,0,41,2017,11,1,0,0,0,60.0,1,0,0,0,1,0,1,4,5,2,30.0,0,0,0,1,0,0,1
3,0,0,3,0,55,2018,12,8,0,0,0,101.38,1,0,0,0,0,1,1,4,3,3,33.79333333333333,0,0,0,1,0,0,1
2,0,2,1,0,145,2018,1,3,0,0,0,65.0,0,0,0,0,1,0,1,1,3,2,32.5,0,0,0,0,1,0,1
1,0,1,2,0,161,2018,3,25,0,0,0,105.0,0,0,0,0,0,1,0,1,3,1,105.0,0,0,0,0,1,0,1
1,0,1,5,0,15,2018,11,14,0,0,0,96.9,2,0,0,0,0,1,1,4,6,1,96.9,0,0,1,0,0,0,1
2,0,2,4,0,93,2018,5,19,0,0,0,132.6,1,0,0,0,0,1,1,4,6,2,66.3,0,0,0,0,1,0,1
2,0,0,1,0,55,2018,4,6,0,0,0,80.0,0,0,0,0,1,0,1,1,1,2,40.0,0,0,0,1,0,0,1
